SRR5195108.bin.1	11
SRR5195108.bin.10	11
SRR5195108.bin.11	11
SRR5195108.bin.12	11
SRR5195108.bin.13	11
SRR5195108.bin.14	11
SRR5195108.bin.15	11
SRR5195108.bin.16	11
SRR5195108.bin.17	11
SRR5195108.bin.18	11
SRR5195108.bin.19	11
SRR5195108.bin.2	11
SRR5195108.bin.20	11
SRR5195108.bin.21	11
SRR5195108.bin.22	11
SRR5195108.bin.23	11
SRR5195108.bin.24	11
SRR5195108.bin.25	11
SRR5195108.bin.26	11
SRR5195108.bin.27	11
SRR5195108.bin.28	11
SRR5195108.bin.29	11
SRR5195108.bin.3	11
SRR5195108.bin.30	11
SRR5195108.bin.31	11
SRR5195108.bin.32	11
SRR5195108.bin.33	11
SRR5195108.bin.34	11
SRR5195108.bin.35	11
SRR5195108.bin.36	11
SRR5195108.bin.37	11
SRR5195108.bin.38	11
SRR5195108.bin.39	11
SRR5195108.bin.4	11
SRR5195108.bin.40	11
SRR5195108.bin.41	11
SRR5195108.bin.42	11
SRR5195108.bin.43	11
SRR5195108.bin.44	11
SRR5195108.bin.45	11
SRR5195108.bin.46	11
SRR5195108.bin.47	11
SRR5195108.bin.48	11
SRR5195108.bin.49	11
SRR5195108.bin.5	11
SRR5195108.bin.50	11
SRR5195108.bin.51	11
SRR5195108.bin.52	11
SRR5195108.bin.53	11
SRR5195108.bin.54	11
SRR5195108.bin.55	11
SRR5195108.bin.56	11
SRR5195108.bin.57	11
SRR5195108.bin.58	11
SRR5195108.bin.59	11
SRR5195108.bin.6	11
SRR5195108.bin.60	11
SRR5195108.bin.61	11
SRR5195108.bin.7	11
SRR5195108.bin.8	11
SRR5195108.bin.9	11
